timestamp,temperature,humidity,light,soil_moisture
2026-03-25 15:59:22,23,67,7696,61
2026-03-25 15:59:24,24,69,8865,52
2026-03-25 15:59:26,24,67,7693,60
2026-03-25 15:59:28,24,66,7896,62
2026-03-25 15:59:30,24,71,8768,50
2026-03-25 15:59:32,25,70,8393,57
2026-03-25 15:59:34,25,73,7998,50
2026-03-25 15:59:36,25,71,7660,59
2026-03-25 15:59:38,23,67,8521,52
2026-03-25 15:59:40,24,70,7758,56
2026-03-25 15:59:42,24,67,8629,53
2026-03-25 15:59:44,25,69,8573,52
2026-03-25 15:59:46,24,73,8737,57
2026-03-25 15:59:48,24,69,8683,48
2026-03-25 15:59:50,25,73,8229,48
2026-03-25 15:59:52,24,72,8392,61
2026-03-25 15:59:54,23,73,7848,60
2026-03-25 15:59:56,24,66,8259,59
2026-03-25 15:59:58,23,67,8464,62
2026-03-25 16:00:00,25,69,8624,48
2026-03-25 16:00:02,23,70,8367,52
2026-03-25 16:00:04,24,71,7756,61
2026-03-25 16:00:06,24,72,8047,52
2026-03-25 16:00:08,24,74,8036,50
2026-03-25 16:00:10,24,73,8586,52
2026-03-25 16:00:12,24,73,7543,52
2026-03-25 16:00:14,23,72,7737,51
2026-03-25 16:00:16,25,67,8503,52
2026-03-25 16:00:18,24,69,7608,59
2026-03-25 16:00:20,25,69,7727,55
2026-03-25 16:00:22,25,68,8636,49
2026-03-25 16:00:24,23,68,8183,61
2026-03-25 16:00:26,24,68,8039,57
2026-03-25 16:00:28,23,71,8210,49
2026-03-25 16:00:30,25,68,7540,54
2026-03-25 16:00:32,23,69,8735,60
2026-03-25 16:00:34,24,67,8552,55
2026-03-25 16:00:36,25,66,8871,57
2026-03-25 16:00:38,24,73,8760,51
2026-03-25 16:00:40,23,67,8217,57
2026-03-25 16:00:42,24,73,8360,50
2026-03-25 16:00:44,23,67,8764,58
2026-03-25 16:00:46,23,67,8707,57
2026-03-25 16:00:48,25,70,8393,58
2026-03-25 16:00:50,24,72,7694,57
2026-03-25 16:00:52,25,71,8859,51
2026-03-25 16:00:54,25,70,8076,61
2026-03-25 16:00:56,25,68,8727,59
2026-03-25 16:00:58,25,70,8566,50
2026-03-25 16:01:00,24,71,8108,60
2026-03-25 16:01:02,24,70,8267,60
2026-03-25 16:01:04,24,72,8110,55
2026-03-25 16:01:06,23,66,8627,54
2026-03-25 16:01:08,24,73,8194,60
2026-03-25 16:01:10,23,74,8140,61
2026-03-25 16:01:12,25,74,7972,53
2026-03-25 16:01:14,25,69,8384,52
2026-03-25 16:01:16,24,69,8533,51
2026-03-25 16:01:18,23,68,8131,62
2026-03-25 16:01:20,23,66,8727,55
2026-03-25 16:01:22,25,69,8335,49
2026-03-25 16:01:24,25,74,8300,60
2026-03-25 16:01:26,25,69,8006,53
2026-03-25 16:01:28,24,67,8895,53
2026-03-25 16:01:30,23,72,8256,49
2026-03-25 16:01:32,24,72,7580,57
2026-03-25 16:01:34,25,71,8367,56
2026-03-25 16:01:36,25,67,8697,52
2026-03-25 16:01:38,25,69,7953,52
2026-03-25 16:01:40,25,73,7514,62
2026-03-25 16:01:42,23,69,7865,48
2026-03-25 16:01:44,24,69,7790,54
2026-03-25 16:01:46,23,72,8171,57
2026-03-25 16:01:48,23,69,7716,53
2026-03-25 16:01:50,24,70,7674,50
2026-03-25 16:01:52,24,69,7726,53
2026-03-25 16:01:54,23,68,8316,59
2026-03-25 16:01:56,25,73,7864,51
2026-03-25 16:01:58,24,74,8682,52
2026-03-25 16:02:00,24,74,8626,56
2026-03-25 16:02:02,24,71,8130,60
2026-03-25 16:02:04,24,69,8135,55
2026-03-25 16:02:06,23,72,8587,48
2026-03-25 16:02:08,23,70,8464,58
2026-03-25 16:02:10,24,72,7561,54
2026-03-25 16:02:12,23,69,8588,59
2026-03-25 16:02:14,25,67,8140,54
2026-03-25 16:02:16,24,68,8474,56
2026-03-25 16:02:18,25,68,8275,52
2026-03-25 16:02:20,24,70,8628,52
2026-03-25 16:02:22,23,71,8371,60
2026-03-25 16:02:24,23,70,8486,49
2026-03-25 16:02:26,24,67,8050,53
2026-03-25 16:02:28,25,71,8432,58
2026-03-25 16:02:30,25,69,8173,59
2026-03-25 16:02:32,25,67,8694,60
2026-03-25 16:02:34,23,71,7878,48
2026-03-25 16:02:36,25,68,8596,62
2026-03-25 16:02:38,23,70,8493,60
2026-03-25 16:02:40,24,74,8413,61
2026-03-25 16:02:42,23,72,8145,53
2026-03-25 16:02:44,25,70,7687,58
2026-03-25 16:02:46,25,72,7736,51
2026-03-25 16:02:48,23,70,7548,56
2026-03-25 16:02:50,24,67,8348,50
2026-03-25 16:02:52,24,70,8464,48
2026-03-25 16:02:54,25,72,8552,49
2026-03-25 16:02:56,24,72,7624,62
2026-03-25 16:02:58,24,73,7536,55
2026-03-25 16:03:00,24,73,7954,61
2026-03-25 16:03:02,24,73,7893,52
2026-03-25 16:03:04,23,67,8294,60
2026-03-25 16:03:06,24,73,7506,49
2026-03-25 16:03:08,24,73,8139,57
2026-03-25 16:03:10,24,67,8306,51
2026-03-25 16:03:12,24,68,7686,61
2026-03-25 16:03:14,25,71,8105,54
2026-03-25 16:03:16,24,73,8643,59
2026-03-25 16:03:18,25,67,8518,60
2026-03-25 16:03:20,24,67,8236,51
2026-03-25 16:03:22,23,66,7992,54
2026-03-25 16:03:24,25,67,7555,55
2026-03-25 16:03:26,24,68,8570,59
2026-03-25 16:03:28,23,71,8460,61
2026-03-25 16:03:30,25,71,8834,49
2026-03-25 16:03:32,24,68,8376,53
2026-03-25 16:03:34,24,73,7635,54
2026-03-25 16:03:36,24,68,8319,54
2026-03-25 16:03:38,24,70,8847,62
2026-03-25 16:03:40,25,72,7994,61
2026-03-25 16:03:42,23,67,8546,57
2026-03-25 16:03:44,24,68,8654,54
2026-03-25 16:03:46,24,74,8710,57
2026-03-25 16:03:48,25,73,8036,58
2026-03-25 16:03:50,25,69,7910,56
2026-03-25 16:03:52,23,72,7814,58
2026-03-25 16:03:54,25,71,8226,52
2026-03-25 16:03:56,24,71,8095,51
2026-03-25 16:03:58,25,72,8702,48
2026-03-25 16:04:00,25,67,8548,49
2026-03-25 16:04:02,23,66,8368,61
2026-03-25 16:04:04,23,66,7950,61
2026-03-25 16:04:06,23,70,8399,49
2026-03-25 16:04:08,23,73,8660,49
2026-03-25 16:04:10,23,73,8619,53
2026-03-25 16:04:12,23,73,8221,50
2026-03-25 16:04:14,23,72,8158,59
2026-03-25 16:04:16,23,68,8702,53
2026-03-25 16:04:18,24,73,7786,51
2026-03-25 16:04:20,24,68,7570,59
2026-03-25 16:04:22,25,67,8484,59
2026-03-25 16:04:24,24,68,7996,61
2026-03-25 16:04:26,25,73,8591,62
2026-03-25 16:04:28,25,69,8063,52
2026-03-25 16:04:30,24,74,7670,60
2026-03-25 16:04:32,23,72,7878,50
2026-03-25 16:04:34,23,68,8447,59
2026-03-25 16:04:36,23,72,8885,56
2026-03-25 16:04:38,25,71,8744,61
2026-03-25 16:04:40,24,73,8471,61
2026-03-25 16:04:42,23,67,8159,61
2026-03-25 16:04:44,25,74,8860,49
2026-03-25 16:04:46,25,70,7700,53
2026-03-25 16:04:48,23,72,8379,57
2026-03-25 16:04:50,23,72,8391,52
2026-03-25 16:04:52,24,73,8014,56
2026-03-25 16:04:54,24,72,7804,59
2026-03-25 16:04:56,23,69,8493,56
2026-03-25 16:04:58,24,70,8043,62
2026-03-25 16:05:00,23,67,7794,59
2026-03-25 16:05:02,24,71,7794,55
2026-03-25 16:05:04,23,71,8042,48
2026-03-25 16:05:06,25,67,7615,53
2026-03-25 16:05:08,24,71,7690,60
2026-03-25 16:05:10,25,67,8894,57
2026-03-25 16:05:12,24,73,7761,61
2026-03-25 16:05:14,24,69,8169,57
2026-03-25 16:05:16,24,74,8109,48
2026-03-25 16:05:18,25,74,7691,59
2026-03-25 16:05:20,25,72,7887,60
2026-03-25 16:05:22,25,73,8704,53
2026-03-25 16:05:24,24,67,8619,62
2026-03-25 16:05:26,25,73,8383,54
2026-03-25 16:05:28,24,71,7658,55
2026-03-25 16:05:30,24,68,7617,51
2026-03-25 16:05:32,23,69,8838,57
2026-03-25 16:05:34,24,72,8518,59
2026-03-25 16:05:36,24,69,8731,56
2026-03-25 16:05:38,23,68,8406,57
2026-03-25 16:05:40,25,68,7853,52
2026-03-25 16:05:42,23,71,7770,58
2026-03-25 16:05:44,24,73,8822,50
2026-03-25 16:05:46,25,67,7767,57
2026-03-25 16:05:48,24,73,8040,53
2026-03-25 16:05:50,24,67,8833,53
2026-03-25 16:05:52,25,72,7536,59
2026-03-25 16:05:54,23,68,8328,55
2026-03-25 16:05:56,24,66,8316,53
2026-03-25 16:05:58,25,69,8787,51
2026-03-25 16:06:00,25,70,8201,55
2026-03-25 16:06:02,24,71,7512,49
2026-03-25 16:06:04,24,67,8122,51
2026-03-25 16:06:06,24,73,8868,56
2026-03-25 16:06:08,24,67,8503,56
2026-03-25 16:06:10,25,72,8875,49
2026-03-25 16:06:12,24,71,7995,59
2026-03-25 16:06:14,24,72,8017,57
2026-03-25 16:06:16,23,74,8419,56
2026-03-25 16:06:18,24,69,8776,59
2026-03-25 16:06:20,23,67,7651,50
2026-03-25 16:06:22,24,73,8057,53
2026-03-25 16:06:24,23,70,8030,53
2026-03-25 16:06:26,24,67,8071,49
2026-03-25 16:06:28,24,72,8501,59
2026-03-25 16:06:30,23,68,8851,54
2026-03-25 16:06:32,24,74,8104,49
2026-03-25 16:06:34,25,70,8317,59
2026-03-25 16:06:36,25,68,8664,61
2026-03-25 16:06:38,25,69,8210,54
2026-03-25 16:06:40,23,72,8406,53
2026-03-25 16:06:42,23,68,8183,51
2026-03-25 16:06:44,23,70,8482,60
2026-03-25 16:06:46,23,68,8815,59
2026-03-25 16:06:48,24,69,8232,48
2026-03-25 16:06:50,23,70,8400,52
2026-03-25 16:06:52,23,69,8014,56
2026-03-25 16:06:54,23,70,8718,50
2026-03-25 16:06:56,23,71,8072,61
2026-03-25 16:06:58,25,70,7506,60
2026-03-25 16:07:00,25,71,8400,62
2026-03-25 16:07:02,23,69,7503,50
2026-03-25 16:07:04,24,67,7688,60
2026-03-25 16:07:06,23,67,7799,58
2026-03-25 16:07:08,25,69,8181,52
2026-03-25 16:07:10,25,69,8822,57
2026-03-25 16:07:12,23,69,8648,54
2026-03-25 16:07:14,25,73,8285,58
2026-03-25 16:07:16,24,72,8638,48
2026-03-25 16:07:18,23,72,7515,48
2026-03-25 16:07:20,23,74,8457,50
2026-03-25 16:07:22,24,72,8040,58
2026-03-25 16:07:24,23,71,8290,56
2026-03-25 16:07:26,23,71,7507,53
2026-03-25 16:07:28,24,67,8559,60
2026-03-25 16:07:30,25,70,8648,49
2026-03-25 16:07:32,23,67,8141,54
2026-03-25 16:07:34,25,70,8588,56
2026-03-25 16:07:36,25,73,7733,60
2026-03-25 16:07:38,24,72,8026,50
2026-03-25 16:07:40,24,74,8475,50
2026-03-25 16:07:42,24,69,7860,50
2026-03-25 16:07:44,24,70,7511,49
2026-03-25 16:07:46,25,69,8789,59
2026-03-25 16:07:48,25,69,8604,56
2026-03-25 16:07:50,25,73,7839,52
2026-03-25 16:07:52,23,67,8723,52
2026-03-25 16:07:54,25,72,8201,53
2026-03-25 16:07:56,24,66,7971,61
2026-03-25 16:07:58,24,70,8176,59
2026-03-25 16:08:00,24,66,7977,61
2026-03-25 16:08:02,23,72,7717,54
2026-03-25 16:08:04,23,68,8420,51
2026-03-25 16:08:06,25,70,8512,52
2026-03-25 16:08:08,24,74,8043,49
2026-03-25 16:08:10,23,72,8552,55
2026-03-25 16:08:12,23,72,8774,60
2026-03-25 16:08:14,25,73,8022,51
2026-03-25 16:08:16,24,66,8549,56
2026-03-25 16:08:18,24,68,8655,49
2026-03-25 16:08:20,24,68,7775,52
2026-03-25 16:08:22,24,71,7622,49
2026-03-25 16:08:24,24,66,8137,49
2026-03-25 16:08:26,24,66,7843,52
2026-03-25 16:08:28,24,71,8423,56
2026-03-25 16:08:30,24,67,7731,59
2026-03-25 16:08:32,25,73,7977,57
2026-03-25 16:08:34,24,69,7563,55
2026-03-25 16:08:36,25,71,8857,52
2026-03-25 16:08:38,23,70,8638,48
2026-03-25 16:08:40,24,74,8771,51
2026-03-25 16:08:42,24,68,7530,56
2026-03-25 16:08:44,23,73,7725,57
2026-03-25 16:08:46,24,71,8298,55
2026-03-25 16:08:48,25,68,7861,61
2026-03-25 16:08:50,24,69,7776,55
2026-03-25 16:08:52,24,70,7665,61
2026-03-25 16:08:54,23,71,8383,59
2026-03-25 16:08:56,25,70,8583,54
2026-03-25 16:08:58,25,71,8647,57
2026-03-25 16:09:00,23,69,7646,48
2026-03-25 16:09:02,25,71,8626,54
2026-03-25 16:09:04,23,71,7610,53
2026-03-25 16:09:06,25,70,7887,50
2026-03-25 16:09:08,24,74,8042,59
2026-03-25 16:09:10,25,69,8681,58
2026-03-25 16:09:12,23,67,7598,53
2026-03-25 16:09:14,25,68,8693,49
2026-03-25 16:09:16,25,67,7530,53
2026-03-25 16:09:18,23,70,8798,60
2026-03-25 16:09:20,23,73,7579,62
2026-03-25 16:09:22,24,71,8722,59
2026-03-25 16:09:24,23,73,7913,60
2026-03-25 16:09:26,25,70,8662,61
2026-03-25 16:09:28,23,74,7787,49
2026-03-25 16:09:30,24,70,7901,51
2026-03-25 16:09:32,23,72,7504,59
2026-03-25 16:09:34,24,69,8709,53
2026-03-25 16:09:36,25,73,7578,52
2026-03-25 16:09:38,24,72,8641,59
2026-03-25 16:09:40,23,73,8038,59
2026-03-25 16:09:42,23,68,7912,50
2026-03-25 16:09:44,24,70,8023,57
2026-03-25 16:09:46,24,67,8139,54
2026-03-25 16:09:48,24,67,8505,58
2026-03-25 16:09:50,23,67,8478,53
2026-03-25 16:09:52,24,68,7817,58
2026-03-25 16:09:54,24,66,7629,55
2026-03-25 16:09:56,24,73,8842,60
2026-03-25 16:09:58,23,69,8680,57
2026-03-25 16:10:00,25,71,7508,52
2026-03-25 16:10:02,25,73,8530,55
2026-03-25 16:10:04,25,69,7757,53
2026-03-25 16:10:06,24,70,7772,57
2026-03-25 16:10:08,25,72,8179,50
2026-03-25 16:10:10,23,73,8846,60
2026-03-25 16:10:12,25,69,7548,57
2026-03-25 16:10:14,24,66,8301,54
2026-03-25 16:10:16,24,72,7975,52
2026-03-25 16:10:18,25,72,7733,50
2026-03-25 16:10:20,23,69,7906,54
2026-03-25 16:10:22,23,67,7621,53
2026-03-25 16:10:24,25,70,8341,57
2026-03-25 16:10:26,23,73,7857,57
2026-03-25 16:10:28,23,70,8757,55
2026-03-25 16:10:30,24,72,8134,50
2026-03-25 16:10:32,24,69,8116,61
2026-03-25 16:10:34,24,73,8568,59
2026-03-25 16:10:36,23,69,7908,49
2026-03-25 16:10:38,24,69,8338,55
2026-03-25 16:10:40,24,68,8377,58
2026-03-25 16:10:42,24,68,7647,59
2026-03-25 16:10:44,24,73,7619,50
2026-03-25 16:10:46,25,70,7959,59
2026-03-25 16:10:48,25,67,8311,58
2026-03-25 16:10:50,23,68,7761,48
2026-03-25 16:10:52,23,67,8126,52
2026-03-25 16:10:54,23,73,8662,53
2026-03-25 16:10:56,23,73,8891,53
2026-03-25 16:10:58,24,72,8590,50
2026-03-25 16:11:00,25,72,8077,54
2026-03-25 16:11:02,25,70,8897,59
2026-03-25 16:11:04,23,66,8740,57
2026-03-25 16:11:06,23,69,8062,58
2026-03-25 16:11:08,24,67,7553,60
2026-03-25 16:11:10,23,73,8396,50
2026-03-25 16:11:12,25,69,7794,53
2026-03-25 16:11:14,24,67,8896,52
2026-03-25 16:11:16,24,70,8494,54
2026-03-25 16:11:18,23,69,8190,53
2026-03-25 16:11:20,25,68,7913,50
2026-03-25 16:11:22,23,70,8001,57
2026-03-25 16:11:24,25,72,8154,50
2026-03-25 16:11:26,23,73,8194,56
2026-03-25 16:11:28,24,70,7954,53
2026-03-25 16:11:30,24,68,8837,56
2026-03-25 16:11:32,24,72,8180,57
2026-03-25 16:11:34,24,68,8658,58
2026-03-25 16:11:36,23,73,8124,60
2026-03-25 16:11:38,24,68,7714,61
2026-03-25 16:11:40,23,70,8891,54
2026-03-25 16:11:42,24,72,8413,61
2026-03-25 16:11:44,24,69,8328,55
2026-03-25 16:11:46,23,73,8602,62
2026-03-25 16:11:48,24,70,8350,61
2026-03-25 16:11:50,23,71,8627,57
2026-03-25 16:11:52,24,67,8742,59
2026-03-25 16:11:54,23,69,8748,60
2026-03-25 16:11:56,23,68,8509,52
2026-03-25 16:11:58,24,69,8443,54
2026-03-25 16:12:00,24,73,8710,57
2026-03-25 16:12:02,24,74,7638,57
2026-03-25 16:12:04,25,68,8337,58
2026-03-25 16:12:06,23,72,8849,51
2026-03-25 16:12:08,25,72,8733,49
2026-03-25 16:12:10,23,71,8200,62
2026-03-25 16:12:12,24,73,8860,60
2026-03-25 16:12:14,25,74,8762,49
2026-03-25 16:12:16,23,71,8866,55
2026-03-25 16:12:18,25,71,8100,51
2026-03-25 16:12:20,25,69,7626,51
2026-03-25 16:12:22,23,73,8001,48
2026-03-25 16:12:24,25,69,8406,56
2026-03-25 16:12:26,23,67,7973,49
2026-03-25 16:12:28,25,67,7809,61
2026-03-25 16:12:30,24,68,8760,50
2026-03-25 16:12:32,24,69,7857,55
2026-03-25 16:12:34,23,70,8253,54
2026-03-25 16:12:36,23,71,7904,53
2026-03-25 16:12:38,24,74,7937,53
2026-03-25 16:12:40,25,67,8452,49
2026-03-25 16:12:42,23,71,8859,58
2026-03-25 16:12:44,25,68,7552,56
2026-03-25 16:12:46,24,72,8628,59
2026-03-25 16:12:48,23,72,8254,48
2026-03-25 16:12:50,23,74,8096,55
2026-03-25 16:12:52,24,68,7646,60
2026-03-25 16:12:54,23,67,8601,50
2026-03-25 16:12:56,25,66,8449,53
2026-03-25 16:12:58,24,71,7913,50
2026-03-25 16:13:00,23,68,8512,53
2026-03-25 16:13:02,24,66,8202,54
2026-03-25 16:13:04,24,70,8359,60
2026-03-25 16:13:06,25,71,7676,52
2026-03-25 16:13:08,25,71,7797,49
2026-03-25 16:13:10,25,74,7909,55
2026-03-25 16:13:12,24,66,7523,60
2026-03-25 16:13:14,23,70,8398,59
2026-03-25 16:13:16,25,74,7862,55
2026-03-25 16:13:18,25,74,7772,61
2026-03-25 16:13:20,23,73,8593,51
2026-03-25 16:13:23,24,71,7507,53
2026-03-25 16:13:25,23,66,7639,50
2026-03-25 16:13:27,25,68,8117,59
2026-03-25 16:13:29,24,70,7575,60
2026-03-25 16:13:31,24,68,8060,49
2026-03-25 16:13:33,25,71,8710,61
2026-03-25 16:13:35,24,67,7944,56
2026-03-25 16:13:37,23,67,7671,53
2026-03-25 16:13:39,25,72,8692,61
2026-03-25 16:13:41,25,70,8204,54
2026-03-25 16:13:43,25,71,8406,53
2026-03-25 16:13:45,23,67,8256,49
2026-03-25 16:13:47,23,71,8792,58
2026-03-25 16:13:49,24,73,7778,49
2026-03-25 16:13:51,25,74,8767,55
2026-03-25 16:13:53,24,73,8670,49
2026-03-25 16:13:55,24,69,8652,57
2026-03-25 16:13:57,24,66,7559,50
2026-03-25 16:13:59,25,66,8022,57
2026-03-25 16:14:01,24,67,8508,57
2026-03-25 16:14:03,25,70,8049,52
2026-03-25 16:14:05,24,67,8787,59
2026-03-25 16:14:07,24,73,7609,51
2026-03-25 16:14:09,24,67,7818,48
2026-03-25 16:14:11,24,69,7702,48
2026-03-25 16:14:13,25,70,8516,51
2026-03-25 16:14:15,23,73,8063,61
2026-03-25 16:14:17,24,73,8694,60
2026-03-25 16:14:19,25,72,8775,50
2026-03-25 16:14:21,24,73,7590,55
2026-03-25 16:14:23,25,70,7999,48
2026-03-25 16:14:25,25,66,8442,53
2026-03-25 16:14:27,23,72,8050,60
2026-03-25 16:14:29,25,74,8501,50
2026-03-25 16:14:31,25,70,7611,54
2026-03-25 16:14:33,25,73,8120,56
2026-03-25 16:14:35,24,68,8341,61
2026-03-25 16:14:37,24,67,7864,55
2026-03-25 16:14:39,23,70,7620,53
2026-03-25 16:14:41,24,73,8408,56
2026-03-25 16:14:43,24,71,8575,49
2026-03-25 16:14:45,25,66,7565,57
2026-03-25 16:14:47,24,70,8715,58
